s01a_03,s01a_02,area,depto,s01a_07_1,s01a_09,yhogpc,niv_ed,s06a_06,s06a_07,s06a_12,Real_No_Asiste,Pred_Logistica,Prob_Logistica,Pred_RandomForest,Prob_RandomForest
14.0,2.0,1.0,2.0,6.0,2.0,817.5,3.0,5.0,1.0,1.0,0,0,0.04356064271545394,0,0.0
12.0,1.0,1.0,9.0,6.0,2.0,1641.6666259765625,3.0,8.0,1.0,1.0,0,0,0.017037536587371883,0,0.0
11.0,2.0,2.0,8.0,6.0,2.0,2138.020751953125,1.0,1.0,5.0,1.0,0,0,0.15340325115235506,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,1235.0,1.0,8.0,1.0,1.0,0,0,0.036520037875698484,0,0.0033333333333333335
19.0,2.0,1.0,2.0,6.0,2.0,857.4500122070312,3.0,5.0,1.0,1.0,0,1,0.6445730791781027,1,0.6633333333333333
16.0,1.0,2.0,9.0,6.0,2.0,9460.0,3.0,8.0,6.0,1.0,0,1,0.534703127081498,0,0.006666666666666667
15.0,2.0,1.0,7.0,6.0,2.0,2609.722412109375,3.0,8.0,1.0,1.0,0,0,0.1233279815763713,0,0.0
8.0,1.0,2.0,5.0,6.0,2.0,708.2000122070312,1.0,8.0,7.0,1.0,0,0,0.013255049189661295,0,0.0033333333333333335
8.0,2.0,1.0,1.0,6.0,2.0,954.7649536132812,1.0,8.0,1.0,1.0,0,0,0.003973411147846391,0,0.0
14.0,1.0,1.0,7.0,6.0,2.0,950.0,3.0,6.0,2.0,1.0,0,0,0.26066781370618447,0,0.013333333333333334
17.0,2.0,1.0,7.0,6.0,2.0,1802.1666259765625,3.0,8.0,1.0,1.0,0,0,0.3916274866684024,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,3905.177490234375,1.0,8.0,2.0,1.0,0,0,0.07411791219719457,0,0.0
10.0,1.0,2.0,3.0,6.0,2.0,757.0833740234375,1.0,8.0,5.0,1.0,0,0,0.033520573577536704,0,0.0
14.0,1.0,1.0,2.0,6.0,2.0,621.5476684570312,2.0,5.0,2.0,1.0,0,1,0.502018486901062,0,0.016666666666666666
14.0,1.0,2.0,1.0,27.0,2.0,1179.4000244140625,3.0,5.0,1.0,1.0,0,0,0.18568924622394503,0,0.056666666666666664
12.0,2.0,1.0,7.0,6.0,2.0,2756.224853515625,2.0,8.0,1.0,1.0,0,0,0.09092183685191155,0,0.0
19.0,2.0,1.0,2.0,6.0,2.0,861.3888549804688,4.0,5.0,1.0,1.0,0,1,0.908791186281674,1,0.6466666666666666
19.0,2.0,1.0,3.0,6.0,2.0,944.8333740234375,4.0,8.0,1.0,1.0,0,1,0.8689780681262367,0,0.05333333333333334
10.0,1.0,2.0,9.0,6.0,2.0,1028.8599853515625,1.0,1.0,8.0,2.0,0,0,0.2630878436377115,0,0.0033333333333333335
6.0,1.0,1.0,2.0,6.0,1.0,1891.6666259765625,0.0,5.0,1.0,1.0,0,0,0.09255797981151255,0,0.0033333333333333335
6.0,2.0,1.0,2.0,6.0,2.0,1118.5,0.0,3.0,1.0,1.0,0,0,0.05164548485585252,0,0.0
19.0,1.0,1.0,3.0,27.0,2.0,1715.324951171875,4.0,8.0,5.0,1.0,1,1,0.961819293074806,1,0.6166666666666667
15.0,1.0,1.0,7.0,6.0,2.0,1128.4166259765625,3.0,7.0,1.0,1.0,0,0,0.15441481964181866,0,0.0
17.0,2.0,2.0,1.0,6.0,2.0,375.3777770996094,3.0,5.0,7.0,1.0,0,1,0.679821968663469,0,0.02
9.0,2.0,1.0,3.0,6.0,2.0,1256.9324951171875,1.0,5.0,1.0,1.0,0,0,0.0065812431658997745,0,0.0
11.0,2.0,1.0,5.0,27.0,1.0,676.5,1.0,5.0,7.0,1.0,0,0,0.12605611065166178,0,0.06
15.0,1.0,1.0,3.0,6.0,2.0,1485.4166259765625,3.0,5.0,1.0,1.0,0,0,0.09198123114816778,0,0.0
18.0,1.0,2.0,5.0,27.0,2.0,719.7222290039062,1.0,1.0,6.0,1.0,1,1,0.9942387241972642,0,0.31666666666666665
14.0,2.0,1.0,7.0,6.0,2.0,1040.0,3.0,5.0,2.0,1.0,0,0,0.18054560367719072,0,0.01
16.0,1.0,2.0,7.0,6.0,2.0,538.0,3.0,7.0,9.0,1.0,0,0,0.39390028854484166,0,0.013333333333333334
12.0,2.0,1.0,9.0,6.0,2.0,808.0,2.0,5.0,2.0,1.0,0,0,0.20774466550718337,0,0.0
8.0,2.0,1.0,7.0,6.0,2.0,715.5799560546875,1.0,5.0,2.0,1.0,0,0,0.019304549806838853,0,0.0
15.0,1.0,1.0,7.0,6.0,2.0,1055.0555419921875,3.0,8.0,1.0,1.0,0,0,0.17279931671282872,0,0.016666666666666666
19.0,2.0,1.0,7.0,6.0,2.0,1586.0208740234375,4.0,8.0,1.0,1.0,0,1,0.9399385408079467,0,0.07333333333333333
15.0,2.0,1.0,1.0,6.0,2.0,994.8250122070312,3.0,5.0,1.0,1.0,0,0,0.10346332079949808,0,0.006666666666666667
11.0,2.0,1.0,6.0,6.0,2.0,1750.0,1.0,6.0,1.0,1.0,0,0,0.058671193655616155,0,0.0
8.0,1.0,2.0,4.0,6.0,1.0,1550.0,1.0,5.0,5.0,1.0,0,0,0.00998247594030446,0,0.0033333333333333335
14.0,2.0,1.0,5.0,6.0,2.0,706.9600219726562,3.0,8.0,1.0,1.0,0,0,0.02699154854837753,0,0.0
11.0,2.0,1.0,2.0,6.0,2.0,1313.333251953125,1.0,6.0,1.0,1.0,0,0,0.03989709879326384,0,0.0
10.0,2.0,1.0,3.0,6.0,2.0,1131.25,1.0,5.0,1.0,1.0,0,0,0.013756104439786048,0,0.0
10.0,2.0,1.0,2.0,6.0,2.0,1727.7777099609375,1.0,3.0,1.0,1.0,0,0,0.01111713217564574,0,0.0
6.0,2.0,1.0,3.0,6.0,2.0,2655.966552734375,0.0,8.0,1.0,1.0,0,0,0.046858605889778464,0,0.0
9.0,1.0,2.0,9.0,6.0,2.0,2117.86962890625,1.0,6.0,3.0,1.0,0,0,0.10161020929997172,0,0.01
15.0,1.0,1.0,7.0,6.0,2.0,1104.1666259765625,3.0,5.0,1.0,1.0,0,0,0.20217736902986552,0,0.0
19.0,1.0,1.0,7.0,6.0,2.0,1319.0,4.0,5.0,2.0,1.0,0,1,0.9847593358146653,1,0.5933333333333334
19.0,1.0,2.0,5.0,6.0,2.0,2033.3333740234375,4.0,5.0,2.0,1.0,1,1,0.9720025503220099,1,0.6833333333333333
13.0,1.0,1.0,8.0,6.0,2.0,1355.833251953125,3.0,6.0,2.0,1.0,0,0,0.07672983624062342,0,0.0033333333333333335
18.0,1.0,1.0,2.0,6.0,2.0,1400.0,4.0,3.0,1.0,1.0,0,1,0.8099252273456842,0,0.49
10.0,2.0,2.0,6.0,6.0,2.0,2025.0,1.0,5.0,8.0,1.0,0,0,0.06772226475825874,0,0.0033333333333333335
13.0,2.0,1.0,7.0,6.0,2.0,235.7142791748047,2.0,8.0,1.0,1.0,0,0,0.19450089281759084,0,0.0033333333333333335
14.0,1.0,1.0,3.0,6.0,2.0,905.5,3.0,8.0,1.0,1.0,0,0,0.039550002748356745,0,0.0033333333333333335
10.0,1.0,2.0,8.0,6.0,2.0,1088.888916015625,1.0,5.0,5.0,1.0,0,0,0.04861679480158649,0,0.0
13.0,1.0,1.0,6.0,6.0,2.0,540.120849609375,3.0,5.0,1.0,1.0,0,0,0.04420619463140331,0,0.0
9.0,2.0,2.0,3.0,6.0,2.0,603.4124755859375,1.0,5.0,5.0,1.0,0,0,0.014765960390712343,0,0.0
15.0,1.0,1.0,3.0,6.0,2.0,878.6666870117188,3.0,6.0,1.0,1.0,0,0,0.10943899027679768,0,0.0
19.0,1.0,1.0,2.0,6.0,1.0,1766.1666259765625,4.0,3.0,1.0,1.0,0,1,0.8950429818193574,0,0.3933333333333333
9.0,1.0,1.0,4.0,6.0,1.0,1052.5,1.0,3.0,1.0,1.0,0,0,0.006706354369228468,0,0.0
7.0,2.0,1.0,7.0,6.0,2.0,559.5833740234375,0.0,8.0,1.0,1.0,0,0,0.22091845846920333,0,0.0033333333333333335
7.0,1.0,2.0,5.0,6.0,2.0,3139.074951171875,0.0,5.0,8.0,1.0,0,0,0.3024534874275437,0,0.006666666666666667
8.0,1.0,1.0,5.0,6.0,2.0,1950.0,1.0,8.0,1.0,1.0,0,0,0.0030692784326630646,0,0.0033333333333333335
18.0,1.0,1.0,7.0,6.0,2.0,3166.083251953125,3.0,8.0,1.0,1.0,0,1,0.6284045001243072,0,0.013333333333333334
9.0,2.0,1.0,7.0,6.0,1.0,1701.166748046875,1.0,8.0,1.0,1.0,0,0,0.012545665222296606,0,0.013333333333333334
9.0,2.0,1.0,7.0,6.0,2.0,1082.5,1.0,6.0,1.0,1.0,0,0,0.01882990216819412,0,0.0
12.0,2.0,2.0,2.0,6.0,2.0,919.7916870117188,2.0,5.0,7.0,1.0,0,0,0.2161680205032441,0,0.01
18.0,1.0,1.0,3.0,6.0,1.0,2043.0556640625,4.0,8.0,9.0,1.0,0,1,0.8114472512982613,0,0.20333333333333334
11.0,2.0,1.0,2.0,6.0,1.0,1115.0,1.0,3.0,1.0,1.0,0,0,0.023240778467984575,0,0.0
16.0,2.0,2.0,2.0,6.0,2.0,434.11572265625,3.0,5.0,5.0,1.0,0,0,0.30714832489291455,0,0.03666666666666667
13.0,1.0,2.0,4.0,6.0,2.0,1086.666748046875,3.0,5.0,7.0,1.0,0,0,0.09725364129304881,0,0.006666666666666667
15.0,2.0,1.0,7.0,6.0,2.0,4298.3330078125,3.0,6.0,1.0,1.0,0,0,0.1540323383561135,0,0.0
11.0,1.0,2.0,2.0,2.0,1.0,1007.2166748046875,1.0,1.0,8.0,2.0,0,0,0.3822475905615293,0,0.01
17.0,1.0,1.0,7.0,6.0,2.0,1250.4166259765625,3.0,5.0,1.0,1.0,0,1,0.5233692286725969,0,0.03
11.0,1.0,1.0,9.0,6.0,2.0,1588.7999267578125,1.0,5.0,1.0,1.0,0,0,0.06892361872910754,0,0.0033333333333333335
15.0,2.0,1.0,7.0,6.0,2.0,1960.9052734375,3.0,8.0,2.0,1.0,0,0,0.26425719988146323,0,0.0
17.0,2.0,1.0,2.0,6.0,2.0,1727.6666259765625,3.0,5.0,1.0,1.0,0,0,0.2831027266144415,0,0.0
6.0,2.0,1.0,3.0,6.0,2.0,655.0,0.0,5.0,5.0,1.0,0,0,0.08803035392007942,0,0.0033333333333333335
13.0,2.0,1.0,1.0,6.0,2.0,665.5556030273438,3.0,5.0,1.0,1.0,0,0,0.026207670651326613,0,0.0
8.0,1.0,1.0,7.0,6.0,2.0,908.25,1.0,8.0,2.0,1.0,0,0,0.021281215272784208,0,0.0
19.0,2.0,1.0,2.0,6.0,1.0,6244.7919921875,5.0,5.0,1.0,1.0,0,0,0.24941434359579884,0,0.16666666666666666
12.0,2.0,1.0,3.0,6.0,2.0,1575.5333251953125,2.0,6.0,8.0,1.0,0,0,0.10663488532796976,0,0.016666666666666666
10.0,2.0,2.0,5.0,6.0,2.0,928.0208129882812,1.0,5.0,1.0,1.0,0,0,0.01896507725059062,0,0.0
13.0,1.0,1.0,2.0,6.0,2.0,1548.3333740234375,2.0,5.0,1.0,1.0,0,0,0.15676909990588284,0,0.0
14.0,1.0,2.0,5.0,27.0,2.0,166.6666717529297,3.0,5.0,7.0,1.0,0,0,0.2805911399564411,0,0.006666666666666667
10.0,2.0,1.0,2.0,6.0,2.0,809.3999633789062,1.0,1.0,1.0,1.0,0,0,0.040980154554218204,0,0.0
14.0,1.0,1.0,3.0,6.0,2.0,2884.375,3.0,8.0,1.0,1.0,0,0,0.035469901987375575,0,0.0
19.0,2.0,1.0,2.0,6.0,2.0,1897.6221923828125,4.0,5.0,1.0,1.0,1,1,0.9037608545962998,0,0.17333333333333334
10.0,2.0,1.0,3.0,6.0,2.0,1012.7449951171875,1.0,5.0,1.0,1.0,0,0,0.013848312775393914,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,3021.958251953125,1.0,5.0,2.0,1.0,0,0,0.09290932107846221,0,0.0
11.0,2.0,1.0,7.0,6.0,2.0,792.1666259765625,1.0,6.0,1.0,1.0,0,0,0.07856131410682025,0,0.0
7.0,1.0,1.0,7.0,6.0,2.0,917.4598388671875,0.0,8.0,2.0,1.0,0,0,0.48149781876498127,0,0.01
16.0,1.0,1.0,3.0,6.0,2.0,902.5,3.0,8.0,5.0,1.0,0,0,0.20575906285874038,0,0.0033333333333333335
14.0,2.0,2.0,4.0,6.0,1.0,233.24075317382812,3.0,1.0,8.0,1.0,0,0,0.22904709689375963,0,0.016666666666666666
15.0,2.0,1.0,7.0,6.0,2.0,5792.55615234375,3.0,8.0,1.0,1.0,0,0,0.10496563840202164,0,0.0
16.0,1.0,1.0,4.0,6.0,2.0,815.625,3.0,8.0,1.0,1.0,0,0,0.16814122702310538,0,0.0
14.0,1.0,1.0,2.0,6.0,2.0,828.3333129882812,3.0,3.0,1.0,1.0,0,0,0.04027137070212942,0,0.0033333333333333335
18.0,1.0,1.0,9.0,6.0,2.0,1072.1387939453125,3.0,8.0,1.0,1.0,0,1,0.5990103318294342,0,0.0033333333333333335
14.0,1.0,1.0,7.0,6.0,2.0,322.0,3.0,5.0,1.0,1.0,0,0,0.11251028564252001,0,0.043333333333333335
18.0,2.0,1.0,5.0,6.0,2.0,613.3333740234375,3.0,5.0,1.0,1.0,0,0,0.39311394503699026,0,0.0
11.0,1.0,2.0,9.0,6.0,2.0,765.2222290039062,1.0,1.0,6.0,2.0,0,1,0.586509101261273,0,0.02666666666666667
7.0,2.0,1.0,5.0,6.0,1.0,813.7933349609375,1.0,5.0,2.0,1.0,0,0,0.003373304682609766,0,0.0
14.0,2.0,1.0,3.0,6.0,2.0,2750.443359375,3.0,8.0,9.0,1.0,0,0,0.02880127338925206,0,0.0
17.0,2.0,1.0,7.0,6.0,1.0,953.25,3.0,5.0,1.0,1.0,0,0,0.4455762029646839,0,0.06666666666666667
8.0,1.0,1.0,6.0,6.0,2.0,2010.02783203125,1.0,8.0,1.0,1.0,0,0,0.00636741628610987,0,0.0
11.0,1.0,1.0,7.0,6.0,2.0,3222.4599609375,1.0,5.0,1.0,1.0,0,0,0.07921975357500151,0,0.0
12.0,2.0,2.0,9.0,6.0,2.0,493.5555419921875,2.0,5.0,1.0,1.0,0,0,0.14110295091619648,0,0.03666666666666667
14.0,1.0,2.0,5.0,6.0,2.0,534.0,3.0,5.0,6.0,1.0,0,0,0.20090011339063818,0,0.01
18.0,2.0,1.0,7.0,6.0,2.0,1954.579833984375,3.0,8.0,2.0,1.0,0,1,0.766449986906041,0,0.02666666666666667
10.0,1.0,1.0,3.0,6.0,2.0,1144.0179443359375,1.0,5.0,2.0,1.0,0,0,0.044514113091661256,0,0.0
11.0,2.0,2.0,9.0,6.0,2.0,325.2778015136719,1.0,8.0,1.0,1.0,0,0,0.06793084139465529,0,0.0
17.0,1.0,1.0,3.0,6.0,2.0,2600.5,3.0,5.0,1.0,1.0,0,0,0.29343130442336995,0,0.11
12.0,2.0,1.0,4.0,6.0,2.0,425.0,3.0,5.0,1.0,1.0,0,0,0.009600087880868337,0,0.0
18.0,1.0,1.0,7.0,6.0,2.0,1820.2066650390625,4.0,5.0,2.0,1.0,1,1,0.967781205336623,1,0.5166666666666667
15.0,2.0,1.0,6.0,6.0,2.0,1102.9246826171875,3.0,5.0,2.0,1.0,0,0,0.2616399072893196,0,0.0
18.0,2.0,1.0,7.0,6.0,2.0,4736.08349609375,3.0,1.0,1.0,1.0,1,1,0.7720734938313868,0,0.16
7.0,2.0,1.0,1.0,6.0,2.0,1884.0,1.0,6.0,1.0,1.0,0,0,0.0025730264378204994,0,0.0
15.0,2.0,1.0,9.0,6.0,2.0,3085.125,3.0,6.0,1.0,1.0,0,0,0.1326532851675985,0,0.0
16.0,1.0,1.0,7.0,6.0,2.0,1541.63330078125,3.0,5.0,1.0,1.0,0,0,0.3406441139160096,0,0.44333333333333336
17.0,1.0,1.0,2.0,995.0,2.0,1207.1021728515625,0.0,5.0,1.0,1.0,1,1,0.9999259383619701,1,0.6333333333333333
14.0,1.0,1.0,6.0,6.0,2.0,1790.8160400390625,3.0,8.0,1.0,1.0,0,0,0.06889222153497691,0,0.0033333333333333335
18.0,2.0,1.0,9.0,6.0,2.0,373.1999816894531,4.0,2.0,3.0,1.0,1,1,0.9687046793485619,1,0.5433333333333333
16.0,2.0,1.0,4.0,6.0,2.0,337.5,3.0,1.0,1.0,1.0,0,0,0.31279146091877535,0,0.006666666666666667
19.0,2.0,1.0,7.0,6.0,2.0,2778.65576171875,5.0,8.0,1.0,1.0,0,0,0.404174825444945,0,0.0
14.0,1.0,1.0,2.0,6.0,2.0,2461.0166015625,3.0,8.0,7.0,1.0,0,0,0.11056752957875209,0,0.006666666666666667
11.0,2.0,1.0,2.0,6.0,2.0,771.5277709960938,1.0,3.0,1.0,1.0,0,0,0.024218961354927914,0,0.0033333333333333335
18.0,2.0,1.0,3.0,6.0,2.0,2109.97216796875,4.0,6.0,5.0,1.0,0,1,0.8589817410133946,0,0.22666666666666666
6.0,2.0,1.0,5.0,6.0,2.0,1080.5555419921875,0.0,5.0,2.0,1.0,0,0,0.12716801497010297,0,0.0
15.0,2.0,1.0,3.0,6.0,2.0,2429.607421875,3.0,8.0,9.0,1.0,0,0,0.05938746423381512,0,0.0
14.0,1.0,1.0,3.0,6.0,2.0,3577.173828125,3.0,6.0,1.0,1.0,0,0,0.04796798231449358,0,0.0
12.0,2.0,1.0,2.0,6.0,2.0,577.0238037109375,2.0,3.0,1.0,1.0,0,0,0.044848080154560425,0,0.0
18.0,2.0,2.0,3.0,27.0,1.0,630.9000244140625,3.0,5.0,7.0,1.0,0,1,0.8522066838789305,0,0.10666666666666667
17.0,2.0,1.0,2.0,6.0,2.0,949.5093994140625,3.0,4.0,1.0,1.0,0,0,0.28775127469786416,0,0.0
19.0,2.0,1.0,3.0,6.0,2.0,1497.3865966796875,5.0,8.0,1.0,1.0,1,0,0.2297004971394575,0,0.0
18.0,2.0,2.0,9.0,11.0,1.0,358.92498779296875,3.0,5.0,8.0,1.0,0,1,0.7589255654229017,0,0.17
16.0,1.0,1.0,9.0,6.0,1.0,5547.05810546875,3.0,8.0,1.0,1.0,0,0,0.20559219015349411,0,0.02
18.0,1.0,1.0,6.0,6.0,2.0,1948.5,3.0,8.0,1.0,1.0,0,1,0.5833271654597233,0,0.006666666666666667
8.0,2.0,1.0,8.0,6.0,2.0,3909.60009765625,1.0,8.0,1.0,1.0,0,0,0.0027556719517175506,0,0.0
7.0,1.0,1.0,2.0,6.0,2.0,903.4722290039062,1.0,5.0,1.0,1.0,0,0,0.002576833842292578,0,0.0
8.0,2.0,2.0,5.0,27.0,2.0,874.5833129882812,1.0,8.0,6.0,1.0,0,0,0.02586428625018694,0,0.01
19.0,2.0,1.0,7.0,6.0,2.0,1188.1357421875,4.0,5.0,2.0,1.0,1,1,0.9795560533604994,0,0.27
13.0,1.0,1.0,7.0,6.0,2.0,1911.5999755859375,3.0,6.0,1.0,1.0,0,0,0.06093760857521116,0,0.0
18.0,1.0,1.0,7.0,6.0,2.0,1501.066650390625,1.0,7.0,2.0,1.0,1,1,0.9670942187975099,0,0.44333333333333336
12.0,2.0,1.0,7.0,6.0,2.0,1311.0,2.0,5.0,6.0,1.0,0,0,0.3215431251158384,0,0.07333333333333333
11.0,2.0,1.0,8.0,6.0,2.0,808.2666625976562,1.0,1.0,1.0,1.0,0,0,0.08232590216688447,0,0.0
8.0,2.0,1.0,9.0,6.0,2.0,862.63330078125,1.0,3.0,2.0,1.0,0,0,0.010273245737839526,0,0.0
7.0,1.0,1.0,2.0,6.0,2.0,1588.8887939453125,1.0,8.0,1.0,1.0,0,0,0.0020379360857010484,0,0.0
17.0,2.0,2.0,4.0,6.0,2.0,595.0,3.0,5.0,7.0,1.0,0,1,0.608921403802326,0,0.01
17.0,1.0,2.0,4.0,6.0,2.0,2077.41650390625,3.0,8.0,7.0,1.0,0,1,0.6150417291948487,0,0.023333333333333334
16.0,1.0,1.0,5.0,6.0,1.0,162.2291717529297,3.0,8.0,1.0,1.0,0,0,0.14243873388143424,0,0.09666666666666666
19.0,1.0,1.0,2.0,6.0,2.0,2500.0,5.0,3.0,1.0,1.0,0,0,0.2796087799436822,0,0.006666666666666667
18.0,1.0,1.0,8.0,6.0,2.0,1567.606689453125,4.0,1.0,2.0,1.0,0,1,0.9740989207733788,1,0.5866666666666667
19.0,2.0,2.0,1.0,6.0,2.0,511.4444580078125,1.0,7.0,7.0,1.0,1,1,0.9798400325085541,0,0.32666666666666666
11.0,2.0,1.0,2.0,6.0,2.0,1339.4444580078125,1.0,4.0,1.0,1.0,0,0,0.03349041649543275,0,0.0
17.0,1.0,1.0,2.0,6.0,2.0,861.9583129882812,3.0,5.0,1.0,1.0,0,0,0.36051325751866087,0,0.006666666666666667
16.0,2.0,1.0,2.0,6.0,2.0,1262.3800048828125,3.0,5.0,1.0,1.0,0,0,0.1624857171577665,0,0.0
14.0,1.0,1.0,3.0,6.0,2.0,1604.4443359375,3.0,8.0,1.0,1.0,0,0,0.03805991277576821,0,0.0
11.0,1.0,1.0,9.0,6.0,2.0,1196.0,1.0,6.0,2.0,1.0,0,0,0.1791469625263107,0,0.0
8.0,2.0,1.0,7.0,6.0,2.0,306.0,1.0,8.0,1.0,1.0,0,0,0.006688001367534538,0,0.0033333333333333335
16.0,2.0,2.0,9.0,6.0,2.0,715.8444213867188,3.0,5.0,6.0,1.0,0,1,0.6291031967221049,0,0.07333333333333333
10.0,2.0,1.0,3.0,6.0,2.0,1492.674072265625,1.0,5.0,9.0,1.0,0,0,0.014637912915545656,0,0.0
16.0,2.0,1.0,3.0,6.0,2.0,1169.1666259765625,3.0,8.0,5.0,1.0,0,0,0.1581014048241015,0,0.0033333333333333335
19.0,2.0,1.0,8.0,6.0,2.0,779.4000244140625,5.0,5.0,2.0,1.0,0,1,0.5343952960082304,0,0.07666666666666666
8.0,1.0,2.0,4.0,6.0,2.0,1122.5,1.0,5.0,7.0,1.0,0,0,0.019328527454585923,0,0.0
9.0,1.0,1.0,7.0,6.0,2.0,1284.300048828125,1.0,8.0,1.0,1.0,0,0,0.01776096016349502,0,0.0
6.0,2.0,1.0,2.0,6.0,2.0,1502.77783203125,0.0,3.0,2.0,1.0,0,0,0.11587836823222224,0,0.023333333333333334
8.0,2.0,1.0,7.0,6.0,2.0,1609.900146484375,1.0,8.0,1.0,1.0,0,0,0.006210612016405347,0,0.0
11.0,1.0,1.0,4.0,6.0,2.0,337.875,1.0,8.0,1.0,1.0,0,0,0.036684164362485894,0,0.0
10.0,1.0,1.0,2.0,6.0,1.0,1944.1666259765625,1.0,3.0,1.0,1.0,0,0,0.01453498554046626,0,0.006666666666666667
8.0,2.0,1.0,2.0,6.0,2.0,1151.0,1.0,5.0,2.0,1.0,0,0,0.009549230853880123,0,0.0
13.0,2.0,1.0,2.0,6.0,2.0,2740.683349609375,2.0,3.0,1.0,1.0,0,0,0.07980863823963821,0,0.0
11.0,1.0,1.0,8.0,6.0,2.0,1154.9166259765625,1.0,5.0,2.0,1.0,0,0,0.1072468983562264,0,0.0
12.0,1.0,1.0,7.0,6.0,2.0,1080.0,2.0,8.0,1.0,1.0,0,0,0.13009569137156984,0,0.0033333333333333335
10.0,2.0,2.0,1.0,6.0,2.0,3220.416748046875,1.0,5.0,5.0,1.0,0,0,0.03901482060262431,0,0.0033333333333333335
12.0,1.0,1.0,1.0,6.0,1.0,487.3055419921875,1.0,5.0,1.0,1.0,0,0,0.11222139718620382,0,0.0
14.0,2.0,2.0,9.0,6.0,2.0,345.23809814453125,3.0,2.0,2.0,2.0,0,0,0.2807518763060529,0,0.013333333333333334
19.0,2.0,1.0,7.0,6.0,1.0,1371.8665771484375,5.0,5.0,1.0,1.0,0,0,0.46647677696013035,0,0.12
16.0,2.0,1.0,3.0,6.0,2.0,1409.1666259765625,3.0,8.0,1.0,1.0,0,0,0.11400391339812878,0,0.0
11.0,2.0,1.0,5.0,6.0,2.0,2835.324951171875,1.0,8.0,1.0,1.0,0,0,0.019295933432845688,0,0.0
13.0,1.0,1.0,2.0,6.0,2.0,931.8599853515625,3.0,5.0,1.0,1.0,0,0,0.028569625789798648,0,0.0
11.0,2.0,2.0,3.0,6.0,2.0,631.728515625,1.0,5.0,8.0,1.0,0,0,0.0800358313386238,0,0.0
12.0,1.0,1.0,2.0,6.0,2.0,1713.9444580078125,1.0,3.0,1.0,1.0,0,0,0.06261123914510917,0,0.0033333333333333335
18.0,2.0,1.0,5.0,6.0,2.0,1024.4166259765625,3.0,5.0,1.0,1.0,0,0,0.387521928277391,0,0.11333333333333333
13.0,2.0,1.0,2.0,6.0,2.0,957.2916259765625,3.0,5.0,1.0,1.0,0,0,0.02115747521458654,0,0.0
10.0,1.0,2.0,3.0,6.0,2.0,603.4124755859375,1.0,5.0,5.0,1.0,0,0,0.04082678566996271,0,0.0
16.0,2.0,1.0,2.0,6.0,2.0,4026.193359375,3.0,5.0,1.0,1.0,0,0,0.14211435126627456,0,0.0033333333333333335
14.0,1.0,1.0,7.0,6.0,2.0,1574.5999755859375,3.0,8.0,1.0,1.0,0,0,0.08843147816917737,0,0.0033333333333333335
17.0,1.0,1.0,3.0,6.0,2.0,1435.5799560546875,3.0,5.0,5.0,1.0,0,0,0.3898725570374905,0,0.0033333333333333335
8.0,2.0,1.0,7.0,6.0,2.0,1324.0,1.0,5.0,1.0,1.0,0,0,0.007668472708529645,0,0.0
8.0,1.0,1.0,4.0,6.0,2.0,400.0,1.0,8.0,2.0,1.0,0,0,0.010117517550358453,0,0.0
10.0,1.0,1.0,7.0,6.0,2.0,3164.559814453125,1.0,6.0,1.0,1.0,0,0,0.04615494391483285,0,0.01
16.0,2.0,1.0,2.0,6.0,2.0,1619.669921875,3.0,5.0,1.0,1.0,0,0,0.15972544347802894,0,0.0
7.0,1.0,1.0,7.0,6.0,2.0,2210.0,1.0,8.0,1.0,1.0,0,0,0.0039096316298046704,0,0.0033333333333333335
12.0,1.0,1.0,3.0,6.0,2.0,2437.91650390625,2.0,1.0,1.0,1.0,0,0,0.14406145239289153,0,0.0033333333333333335
17.0,1.0,1.0,2.0,6.0,1.0,708.4299926757812,3.0,3.0,1.0,1.0,0,0,0.27392849430664085,0,0.0033333333333333335
12.0,2.0,1.0,7.0,6.0,2.0,1634.1666259765625,2.0,8.0,1.0,1.0,0,0,0.09636438101967981,0,0.0
14.0,2.0,2.0,5.0,6.0,2.0,877.7777709960938,3.0,5.0,5.0,1.0,0,0,0.06788541473472243,0,0.0033333333333333335
18.0,1.0,1.0,3.0,27.0,2.0,1688.699951171875,3.0,5.0,9.0,1.0,1,1,0.6686548271162036,0,0.02666666666666667
7.0,1.0,1.0,7.0,6.0,2.0,713.2333374023438,1.0,5.0,2.0,1.0,0,0,0.012634465467748978,0,0.0
16.0,1.0,1.0,2.0,6.0,2.0,804.7333374023438,3.0,4.0,1.0,1.0,0,0,0.2093447522059365,0,0.01
12.0,2.0,1.0,4.0,6.0,1.0,2024.0,1.0,8.0,1.0,1.0,0,0,0.04944467287048419,0,0.06333333333333334
11.0,1.0,1.0,7.0,6.0,2.0,1190.8333740234375,1.0,8.0,2.0,1.0,0,0,0.16347397540310807,0,0.0
10.0,2.0,1.0,3.0,6.0,2.0,1229.7532958984375,1.0,5.0,9.0,1.0,0,0,0.014856283356461596,0,0.0
12.0,1.0,1.0,2.0,6.0,2.0,1641.6666259765625,1.0,3.0,1.0,1.0,0,0,0.06285417105106009,0,0.0033333333333333335
10.0,1.0,1.0,7.0,6.0,2.0,1206.1904296875,1.0,5.0,1.0,1.0,0,0,0.044147772925043585,0,0.0
